order_id,customer_id,product_id,store_id,payment_id,order_timestamp,quantity,unit_price,discount,tax,shipping_cost,total_amount,order_status,delivery_days,channel
ORD0000962,CUST00344,PROD00176,STORE022,PAY0000962,2026-05-01 04:06:04,4,371.43,3.84,37.14,8.83,1527.85,Delivered,5,Web
ORD0000963,CUST00022,PROD00065,STORE050,PAY0000963,2025-07-04 18:44:32,3,364.65,11.88,36.46,19.03,1137.56,Shipped,7,In-Store
ORD0000964,CUST00800,PROD00202,STORE002,PAY0000964,2025-05-15 02:38:33,1,706.01,47.19,70.6,18.12,747.54,Delivered,9,Web
ORD0000965,CUST00396,PROD00154,STORE010,PAY0000965,2026-03-04 22:47:56,4,500.38,3.63,50.04,19.1,2067.03,Cancelled,2,Web
ORD0000966,CUST00522,PROD00118,STORE036,PAY0000966,2026-03-26 04:05:55,2,208.91,21.81,20.89,6.63,423.53,Shipped,7,In-Store
ORD0000967,CUST00768,PROD00010,STORE003,PAY0000967,2025-08-09 17:10:06,1,774.96,12.11,77.5,18.45,858.8,Delivered,9,Mobile App
ORD0000968,CUST00935,PROD00091,STORE036,PAY0000968,2025-08-11 05:20:52,5,632.59,6.82,63.26,5.69,3225.08,Cancelled,6,In-Store
ORD0000969,CUST00708,PROD00122,STORE045,PAY0000969,2025-11-28 03:42:07,1,357.36,30.28,35.74,5.71,368.53,Returned,10,In-Store
ORD0000970,CUST00732,PROD00218,STORE029,PAY0000970,2026-03-18 18:07:46,3,439.94,29.14,43.99,7.48,1342.15,Shipped,10,In-Store
ORD0000971,CUST00911,PROD00148,STORE034,PAY0000971,2026-02-27 19:43:20,3,640.82,7.26,64.08,16.75,1996.03,Shipped,10,Web
ORD0000972,CUST00791,PROD00277,STORE033,PAY0000972,2026-04-04 00:10:51,3,644.87,28.47,64.49,16.88,1987.51,Cancelled,3,Web
ORD0000973,CUST00414,PROD00018,STORE037,PAY0000973,2025-10-30 15:58:48,5,745.85,48.03,74.59,5.82,3761.63,Delivered,9,Mobile App
ORD0000974,CUST00996,PROD00054,STORE002,PAY0000974,2025-10-29 00:20:38,4,885.76,8.7,88.58,8.24,3631.16,Cancelled,9,In-Store
ORD0000975,CUST00250,PROD00043,STORE034,PAY0000975,2026-02-18 11:19:24,2,474.08,32.86,47.41,13.42,976.13,Delivered,5,Web
ORD0000976,CUST00580,PROD00272,STORE040,PAY0000976,2026-01-23 09:19:55,4,609.98,17.07,61.0,13.24,2497.09,Cancelled,7,In-Store
ORD0000977,CUST00803,PROD00064,STORE036,PAY0000977,2026-02-01 09:41:06,4,331.64,28.65,33.16,10.17,1341.24,Delivered,4,Web
ORD0000978,CUST00827,PROD00250,STORE034,PAY0000978,2025-10-12 16:07:22,3,902.12,28.58,90.21,19.71,2787.7,Delivered,5,Web
ORD0000979,CUST00816,PROD00146,STORE050,PAY0000979,2025-11-25 17:39:16,3,327.15,42.49,32.71,9.08,980.75,Delivered,1,Web
ORD0000980,CUST00401,PROD00246,STORE025,PAY0000980,2025-06-25 13:48:31,1,267.69,49.92,26.77,6.75,251.29,Shipped,9,Web
ORD0000981,CUST00050,PROD00051,STORE005,PAY0000981,2026-01-21 09:25:46,4,832.77,26.39,83.28,14.18,3402.15,Returned,2,Mobile App
ORD0000982,CUST00418,PROD00258,STORE050,PAY0000982,2025-06-23 21:26:56,2,55.92,43.14,5.59,12.83,87.12,Shipped,7,In-Store
ORD0000983,CUST00287,PROD00058,STORE018,PAY0000983,2026-01-12 17:52:18,1,553.63,44.79,55.36,11.61,575.81,Returned,7,Web
ORD0000984,CUST00688,PROD00217,STORE009,PAY0000984,2025-06-15 22:52:58,5,689.01,6.86,68.9,5.29,3512.38,Delivered,8,In-Store
ORD0000985,CUST00024,PROD00240,STORE026,PAY0000985,2025-05-16 11:32:03,5,50.2,33.73,5.02,8.94,231.23,Cancelled,4,Web
ORD0000986,CUST00367,PROD00020,STORE046,PAY0000986,2026-02-23 11:08:16,2,754.78,10.13,75.48,18.74,1593.65,Shipped,2,Mobile App
ORD0000987,CUST00695,PROD00275,STORE007,PAY0000987,2026-03-03 17:09:33,1,177.91,30.15,17.79,5.01,170.56,Delivered,4,Mobile App
ORD0000988,CUST00588,PROD00178,STORE023,PAY0000988,2025-10-15 04:28:53,4,32.11,6.06,3.21,8.27,133.86,Delivered,9,Mobile App
ORD0000989,CUST00331,PROD00069,STORE004,PAY0000989,2026-03-28 02:55:45,2,920.41,43.21,92.04,9.41,1899.06,Delivered,2,Mobile App
ORD0000990,CUST00699,PROD00282,STORE017,PAY0000990,2026-02-19 23:46:29,1,911.15,19.92,91.12,13.01,995.36,Cancelled,8,In-Store
ORD0000991,CUST00655,PROD00102,STORE006,PAY0000991,2025-10-02 07:00:04,4,143.66,44.71,14.37,13.83,558.13,Cancelled,2,In-Store
ORD0000992,CUST00587,PROD00283,STORE035,PAY0000992,2025-11-14 15:36:17,3,486.35,36.73,48.64,12.37,1483.33,Shipped,4,Mobile App
ORD0000993,CUST00698,PROD00231,STORE021,PAY0000993,2025-06-13 01:54:07,4,84.16,1.46,8.42,8.43,352.03,Shipped,1,Mobile App
ORD0000994,CUST00490,PROD00139,STORE045,PAY0000994,2025-12-30 22:21:12,1,901.6,20.13,90.16,19.07,990.7,Cancelled,7,In-Store
ORD0000995,CUST00554,PROD00051,STORE010,PAY0000995,2025-07-10 20:56:50,1,832.77,32.95,83.28,7.56,890.66,Cancelled,6,Mobile App
ORD0000996,CUST00796,PROD00019,STORE022,PAY0000996,2025-08-28 15:34:51,5,506.48,49.44,50.65,19.06,2552.67,Returned,7,In-Store
ORD0000997,CUST00585,PROD00158,STORE009,PAY0000997,2025-12-23 08:33:40,3,660.5,28.39,66.05,19.53,2038.69,Delivered,9,In-Store
ORD0000998,CUST00889,PROD00201,STORE002,PAY0000998,2026-01-06 21:21:52,2,356.0,6.34,35.6,18.78,760.04,Returned,1,In-Store
ORD0000999,CUST00993,PROD00039,STORE019,PAY0000999,2025-12-09 18:13:58,2,964.93,14.91,96.49,14.08,2025.52,Delivered,2,Mobile App
ORD0001000,CUST00712,PROD00223,STORE042,PAY0001000,2025-09-29 09:26:44,4,415.35,4.58,41.54,18.85,1717.21,Cancelled,9,Mobile App
ORD0001001,CUST00957,PROD00210,STORE040,PAY0001001,2026-04-13 11:34:03,4,51.66,13.75,5.17,16.7,214.76,Delivered,8,Mobile App
ORD0001002,CUST00589,PROD00277,STORE028,PAY0001002,2026-02-23 10:56:00,5,644.87,24.86,64.49,17.68,3281.66,Cancelled,6,In-Store
ORD0001003,CUST00545,PROD00135,STORE021,PAY0001003,2025-07-10 09:11:29,5,416.51,0.03,41.65,14.65,2138.82,Cancelled,6,Web
ORD0001004,CUST00391,PROD00277,STORE047,PAY0001004,2025-07-27 01:25:19,5,644.87,16.59,64.49,11.85,3284.1,Delivered,1,In-Store
ORD0001005,CUST00351,PROD00142,STORE024,PAY0001005,2025-07-16 18:57:25,3,89.79,12.56,8.98,19.01,284.8,Shipped,8,In-Store
ORD0001006,CUST00654,PROD00152,STORE016,PAY0001006,2026-02-08 16:03:09,2,83.98,34.18,8.4,16.09,158.27,Returned,7,Web
ORD0001007,CUST00082,PROD00156,STORE044,PAY0001007,2025-12-11 11:38:49,3,140.7,9.33,14.07,16.42,443.26,Shipped,3,Mobile App
ORD0001008,CUST00227,PROD00256,STORE045,PAY0001008,2026-03-08 10:25:12,2,738.87,17.17,73.89,14.12,1548.58,Returned,2,Web
ORD0001009,CUST00375,PROD00026,STORE002,PAY0001009,2025-05-31 03:06:08,4,719.74,25.95,71.97,19.34,2944.32,Returned,1,In-Store
ORD0001010,CUST00008,PROD00036,STORE013,PAY0001010,2026-04-25 19:30:14,3,111.17,31.41,11.12,6.8,320.02,Delivered,2,Mobile App
ORD0001011,CUST00854,PROD00129,STORE046,PAY0001011,2025-05-19 09:13:03,3,27.2,29.1,2.72,9.04,64.26,Delivered,2,Mobile App
ORD0001012,CUST00465,PROD00067,STORE007,PAY0001012,2025-07-26 12:21:40,3,108.45,41.38,10.85,8.03,302.85,Cancelled,3,Mobile App
ORD0001013,CUST00818,PROD00232,STORE028,PAY0001013,2025-05-10 13:03:47,4,121.85,42.58,12.19,5.69,462.7,Returned,3,In-Store
ORD0001014,CUST00468,PROD00229,STORE025,PAY0001014,2025-07-23 06:46:13,5,456.65,26.46,45.66,19.96,2322.41,Shipped,9,Web
ORD0001015,CUST00133,PROD00039,STORE016,PAY0001015,2025-12-12 22:20:40,5,964.93,26.34,96.49,17.85,4912.65,Returned,7,Web
ORD0001016,CUST00060,PROD00019,STORE021,PAY0001016,2025-11-14 16:31:09,5,506.48,25.32,50.65,16.88,2574.61,Shipped,9,Mobile App
ORD0001017,CUST00346,PROD00094,STORE033,PAY0001017,2026-01-17 13:54:42,3,201.18,49.16,20.12,18.4,592.9,Returned,9,In-Store
ORD0001018,CUST00862,PROD00027,STORE040,PAY0001018,2026-01-12 09:12:25,3,725.88,8.89,72.59,6.93,2248.27,Delivered,2,In-Store
ORD0001019,CUST00044,PROD00120,STORE010,PAY0001019,2026-04-20 21:49:52,3,515.02,18.63,51.5,8.44,1586.37,Cancelled,2,Web
ORD0001020,CUST00214,PROD00202,STORE001,PAY0001020,2025-08-27 11:57:07,3,706.01,17.0,70.6,5.51,2177.14,Cancelled,7,In-Store
ORD0001021,CUST00538,PROD00200,STORE040,PAY0001021,2025-11-20 18:24:51,4,396.97,19.29,39.7,14.3,1622.59,Shipped,3,Mobile App
ORD0001022,CUST00973,PROD00017,STORE019,PAY0001022,2025-06-15 07:15:27,4,133.67,7.49,13.37,5.1,545.66,Returned,9,In-Store
ORD0001023,CUST00224,PROD00108,STORE012,PAY0001023,2025-07-05 17:24:42,5,870.13,40.39,87.01,6.59,4403.86,Cancelled,4,Web
ORD0001024,CUST00313,PROD00142,STORE040,PAY0001024,2026-02-22 07:47:53,1,89.79,2.95,8.98,16.07,111.89,Delivered,9,Web
ORD0001025,CUST00567,PROD00136,STORE030,PAY0001025,2025-08-02 13:46:04,3,719.1,1.21,71.91,7.48,2235.48,Shipped,7,In-Store
ORD0001026,CUST00492,PROD00269,STORE030,PAY0001026,2026-03-25 08:17:42,3,973.22,13.02,97.32,19.6,3023.56,Returned,8,Web
ORD0001027,CUST00634,PROD00163,STORE006,PAY0001027,2025-11-25 09:59:59,5,782.4,40.83,78.24,17.82,3967.23,Shipped,7,In-Store
ORD0001028,CUST00563,PROD00271,STORE012,PAY0001028,2025-08-08 07:07:21,4,95.55,48.02,9.55,14.68,358.41,Cancelled,2,Mobile App
ORD0001029,CUST00672,PROD00148,STORE038,PAY0001029,2025-12-17 14:55:57,2,640.82,47.83,64.08,18.89,1316.78,Returned,3,Web
ORD0001030,CUST00751,PROD00129,STORE028,PAY0001030,2025-06-01 12:15:41,3,27.2,32.86,2.72,13.78,65.24,Returned,4,In-Store
ORD0001031,CUST00669,PROD00237,STORE024,PAY0001031,2026-02-17 00:12:04,2,725.88,39.47,72.59,17.84,1502.72,Cancelled,6,In-Store
ORD0001032,CUST00661,PROD00253,STORE030,PAY0001032,2026-02-15 17:16:13,4,447.4,10.94,44.74,17.12,1840.52,Returned,4,Web
ORD0001033,CUST00831,PROD00132,STORE050,PAY0001033,2026-02-02 03:55:51,4,894.53,30.56,89.45,15.88,3652.89,Cancelled,8,In-Store
ORD0001034,CUST00072,PROD00091,STORE011,PAY0001034,2025-07-06 00:36:41,1,632.59,16.56,63.26,15.0,694.29,Shipped,9,Mobile App
ORD0001035,CUST00594,PROD00188,STORE036,PAY0001035,2025-11-17 23:28:03,5,892.31,12.15,89.23,7.24,4545.87,Delivered,3,Mobile App
ORD0001036,CUST00905,PROD00110,STORE003,PAY0001036,2025-12-20 08:49:34,3,625.88,38.05,62.59,12.33,1914.51,Shipped,9,In-Store
ORD0001037,CUST00758,PROD00182,STORE047,PAY0001037,2025-12-25 14:34:55,3,650.53,33.37,65.05,10.36,1993.63,Cancelled,9,Mobile App
ORD0001038,CUST00242,PROD00240,STORE025,PAY0001038,2025-08-04 00:02:31,1,50.2,40.73,5.02,17.83,32.32,Returned,2,Mobile App
ORD0001039,CUST00798,PROD00135,STORE010,PAY0001039,2025-11-01 05:13:15,5,416.51,8.37,41.65,18.9,2134.73,Returned,1,Web
ORD0001040,CUST00627,PROD00215,STORE013,PAY0001040,2025-06-22 02:25:00,1,710.54,28.83,71.05,19.88,772.64,Delivered,4,In-Store
ORD0001041,CUST00408,PROD00094,STORE004,PAY0001041,2025-08-27 13:07:17,2,201.18,36.59,20.12,6.73,392.62,Cancelled,2,In-Store
ORD0001042,CUST00118,PROD00184,STORE039,PAY0001042,2025-10-23 22:21:11,1,238.25,5.8,23.83,10.74,267.02,Delivered,3,Web
ORD0001043,CUST00140,PROD00154,STORE047,PAY0001043,2026-03-16 17:17:37,3,500.38,33.09,50.04,18.88,1536.97,Shipped,4,Web
ORD0001044,CUST00390,PROD00088,STORE022,PAY0001044,2026-03-22 15:36:42,2,421.09,26.81,42.11,14.91,872.39,Shipped,5,In-Store
ORD0001045,CUST00292,PROD00022,STORE002,PAY0001045,2026-03-26 22:45:49,5,466.09,34.15,46.61,14.38,2357.29,Cancelled,6,Web
ORD0001046,CUST00132,PROD00268,STORE002,PAY0001046,2025-08-11 17:19:23,5,390.95,9.68,39.09,17.7,2001.86,Returned,7,Web
ORD0001047,CUST00798,PROD00141,STORE045,PAY0001047,2026-02-07 23:55:40,5,474.49,24.83,47.45,5.26,2400.33,Delivered,4,Mobile App
ORD0001048,CUST00563,PROD00201,STORE021,PAY0001048,2025-06-06 11:34:18,5,356.0,18.33,35.6,9.6,1806.87,Cancelled,4,Web
ORD0001049,CUST00145,PROD00283,STORE031,PAY0001049,2025-09-25 10:05:35,1,486.35,21.12,48.64,10.43,524.3,Cancelled,8,Web
ORD0001050,CUST00635,PROD00260,STORE004,PAY0001050,2026-01-16 16:31:36,4,151.2,35.94,15.12,19.46,603.44,Shipped,7,In-Store
ORD0001051,CUST00544,PROD00261,STORE042,PAY0001051,2026-01-03 21:01:02,1,669.42,17.12,66.94,8.92,728.16,Cancelled,1,Web
ORD0001052,CUST00631,PROD00024,STORE024,PAY0001052,2025-07-09 10:06:09,4,22.52,47.83,2.25,13.47,57.97,Shipped,6,Mobile App
ORD0001053,CUST00292,PROD00284,STORE028,PAY0001053,2025-09-05 15:39:41,2,111.33,47.29,11.13,8.77,195.27,Delivered,3,Mobile App
ORD0001054,CUST00061,PROD00229,STORE050,PAY0001054,2026-04-09 11:01:23,1,456.65,39.86,45.66,12.71,475.16,Delivered,4,Web
ORD0001055,CUST00782,PROD00085,STORE006,PAY0001055,2026-02-27 02:46:37,4,93.5,8.09,9.35,12.74,388.0,Delivered,9,Web
ORD0001056,CUST00111,PROD00055,STORE022,PAY0001056,2026-04-17 18:27:19,1,508.91,23.17,50.89,7.93,544.56,Delivered,7,Mobile App
ORD0001057,CUST00082,PROD00093,STORE004,PAY0001057,2025-06-15 02:56:24,3,481.53,18.06,48.15,12.96,1487.64,Returned,8,Mobile App
ORD0001058,CUST00018,PROD00087,STORE037,PAY0001058,2025-11-27 23:44:28,4,891.96,9.09,89.2,12.98,3660.93,Returned,8,Mobile App
ORD0001059,CUST00575,PROD00035,STORE001,PAY0001059,2025-08-14 05:15:02,3,983.45,9.95,98.35,15.07,3053.82,Cancelled,10,Mobile App
ORD0001060,CUST00448,PROD00260,STORE010,PAY0001060,2025-07-02 22:56:21,1,151.2,17.66,15.12,5.96,154.62,Cancelled,3,In-Store
ORD0001061,CUST00425,PROD00081,STORE028,PAY0001061,2025-12-08 03:18:58,1,67.18,15.53,6.72,9.95,68.32,Delivered,2,Web
ORD0001062,CUST00936,PROD00275,STORE017,PAY0001062,2025-07-19 14:55:06,1,177.91,0.98,17.79,14.83,209.55,Cancelled,9,In-Store
ORD0001063,CUST00684,PROD00222,STORE046,PAY0001063,2025-12-12 05:20:28,1,200.19,15.83,20.02,7.58,211.96,Returned,10,In-Store
ORD0001064,CUST00803,PROD00221,STORE039,PAY0001064,2025-10-06 22:19:45,5,794.11,49.48,79.41,14.58,4015.06,Delivered,4,Mobile App
ORD0001065,CUST00618,PROD00150,STORE036,PAY0001065,2025-10-25 02:47:38,3,540.41,5.1,54.04,18.62,1688.79,Delivered,3,Web
ORD0001066,CUST00273,PROD00208,STORE016,PAY0001066,2025-11-05 22:00:08,2,676.85,41.55,67.69,16.43,1396.27,Shipped,3,Web
ORD0001067,CUST00457,PROD00205,STORE001,PAY0001067,2025-12-01 07:31:00,1,644.14,35.57,64.41,18.67,691.65,Cancelled,7,In-Store
ORD0001068,CUST00472,PROD00010,STORE035,PAY0001068,2025-05-27 04:51:51,2,774.96,5.28,77.5,11.16,1633.3,Cancelled,1,In-Store
ORD0001069,CUST00379,PROD00123,STORE044,PAY0001069,2025-08-08 21:49:03,5,68.66,28.58,6.87,13.93,335.52,Shipped,3,Web
ORD0001070,CUST00521,PROD00049,STORE002,PAY0001070,2026-01-11 22:12:04,1,938.82,48.53,93.88,18.92,1003.09,Returned,5,In-Store
ORD0001071,CUST00526,PROD00202,STORE048,PAY0001071,2025-09-11 10:06:03,2,706.01,28.55,70.6,11.61,1465.68,Returned,8,Web
ORD0001072,CUST00554,PROD00213,STORE003,PAY0001072,2026-04-15 09:29:25,4,957.57,23.72,95.76,12.1,3914.42,Delivered,3,Web
ORD0001073,CUST00783,PROD00262,STORE042,PAY0001073,2025-07-12 16:39:22,1,523.85,46.71,52.39,12.66,542.19,Shipped,10,Mobile App
ORD0001074,CUST00744,PROD00186,STORE049,PAY0001074,2025-11-09 15:18:13,4,981.06,28.93,98.11,19.99,4013.41,Shipped,1,Mobile App
ORD0001075,CUST00927,PROD00097,STORE006,PAY0001075,2026-02-19 17:45:16,5,761.33,21.18,76.13,10.32,3871.92,Delivered,8,In-Store
ORD0001076,CUST00741,PROD00129,STORE025,PAY0001076,2026-03-30 21:40:17,3,27.2,5.35,2.72,18.97,97.94,Shipped,3,Mobile App
ORD0001077,CUST00386,PROD00121,STORE025,PAY0001077,2026-04-23 00:08:23,5,602.16,12.43,60.22,8.97,3067.56,Shipped,1,Mobile App
ORD0001078,CUST00157,PROD00213,STORE036,PAY0001078,2025-05-19 00:15:28,3,957.57,5.11,95.76,7.14,2970.5,Returned,10,Web
ORD0001079,CUST00515,PROD00057,STORE037,PAY0001079,2026-03-26 16:45:59,2,806.12,13.3,80.61,11.0,1690.55,Cancelled,10,Web
ORD0001080,CUST00771,PROD00252,STORE034,PAY0001080,2026-01-03 23:47:31,4,185.27,30.1,18.53,6.02,735.53,Delivered,10,Web
ORD0001081,CUST00918,PROD00257,STORE049,PAY0001081,2025-12-09 02:26:13,2,638.99,17.89,63.9,16.33,1340.32,Cancelled,4,In-Store
ORD0001082,CUST00418,PROD00279,STORE001,PAY0001082,2025-07-31 05:28:30,3,608.82,9.33,60.88,8.73,1886.74,Returned,6,In-Store
ORD0001083,CUST00369,PROD00225,STORE018,PAY0001083,2025-10-10 01:03:08,3,570.11,24.78,57.01,8.93,1751.49,Delivered,7,Mobile App
ORD0001084,CUST00807,PROD00221,STORE037,PAY0001084,2025-11-06 04:06:09,4,794.11,20.1,79.41,5.95,3241.7,Shipped,2,In-Store
ORD0001085,CUST00555,PROD00002,STORE047,PAY0001085,2026-01-28 23:07:40,1,862.76,43.31,86.28,11.93,917.66,Cancelled,2,Mobile App
ORD0001086,CUST00860,PROD00297,STORE021,PAY0001086,2025-09-04 09:38:23,5,690.87,9.24,69.09,10.92,3525.12,Shipped,5,In-Store
ORD0001087,CUST00634,PROD00015,STORE036,PAY0001087,2025-11-05 04:37:43,4,767.96,15.58,76.8,12.6,3145.66,Returned,2,Mobile App
ORD0001088,CUST00128,PROD00148,STORE040,PAY0001088,2026-03-16 06:43:32,2,640.82,36.12,64.08,15.19,1324.79,Delivered,8,Mobile App
ORD0001089,CUST00073,PROD00137,STORE031,PAY0001089,2025-09-11 07:47:38,1,314.19,21.12,31.42,15.92,340.41,Cancelled,10,In-Store
ORD0001090,CUST00421,PROD00155,STORE046,PAY0001090,2026-03-03 23:26:08,2,732.63,5.0,73.26,13.69,1547.21,Returned,6,In-Store
ORD0001091,CUST00609,PROD00253,STORE042,PAY0001091,2025-06-05 11:45:06,5,447.4,15.06,44.74,7.04,2273.72,Returned,3,Web
ORD0001092,CUST00883,PROD00007,STORE036,PAY0001092,2025-09-29 05:33:26,5,130.49,21.75,13.05,12.46,656.21,Delivered,6,Mobile App
ORD0001093,CUST00434,PROD00254,STORE024,PAY0001093,2025-07-10 22:30:25,4,371.57,37.81,37.16,10.1,1495.73,Delivered,10,Mobile App
ORD0001094,CUST00134,PROD00234,STORE016,PAY0001094,2025-12-18 13:31:52,3,105.77,12.9,10.58,11.07,326.06,Shipped,3,In-Store
ORD0001095,CUST00112,PROD00040,STORE026,PAY0001095,2026-02-24 11:06:18,3,740.65,30.18,74.06,10.21,2276.04,Delivered,1,In-Store
ORD0001096,CUST00302,PROD00208,STORE012,PAY0001096,2025-12-20 21:51:10,4,676.85,21.41,67.69,18.22,2771.9,Shipped,5,Mobile App
ORD0001097,CUST00107,PROD00248,STORE006,PAY0001097,2025-05-22 02:53:36,2,86.02,14.05,8.6,19.75,186.34,Delivered,6,In-Store
ORD0001098,CUST00486,PROD00040,STORE038,PAY0001098,2025-08-26 15:55:18,5,740.65,49.1,74.06,12.22,3740.43,Shipped,9,Web
ORD0001099,CUST00954,PROD00216,STORE001,PAY0001099,2025-08-11 15:24:43,3,212.54,22.31,21.25,19.91,656.47,Shipped,5,Web
ORD0001100,CUST00055,PROD00026,STORE014,PAY0001100,2025-12-10 19:10:58,5,719.74,12.56,71.97,16.03,3674.14,Shipped,6,Web
ORD0001101,CUST00050,PROD00086,STORE030,PAY0001101,2026-01-15 19:45:30,5,621.37,17.52,62.14,17.29,3168.76,Cancelled,6,Mobile App
ORD0001102,CUST00571,PROD00137,STORE045,PAY0001102,2025-10-04 14:29:15,2,314.19,25.17,31.42,18.18,652.81,Returned,5,Web
ORD0001103,CUST00668,PROD00110,STORE030,PAY0001103,2025-08-30 15:43:40,3,625.88,36.99,62.59,18.05,1921.29,Delivered,2,Web
ORD0001104,CUST00630,PROD00141,STORE049,PAY0001104,2025-09-11 02:04:20,4,474.49,34.11,47.45,14.31,1925.61,Delivered,8,Mobile App
ORD0001105,CUST00657,PROD00131,STORE044,PAY0001105,2025-07-02 10:14:00,2,290.95,24.46,29.09,5.46,591.99,Shipped,3,Web
ORD0001106,CUST00622,PROD00167,STORE025,PAY0001106,2025-05-21 05:14:03,2,119.26,41.34,11.93,8.82,217.93,Cancelled,1,Mobile App
ORD0001107,CUST00640,PROD00171,STORE015,PAY0001107,2025-08-16 00:33:21,3,282.94,42.39,28.29,18.22,852.94,Delivered,1,In-Store
ORD0001108,CUST00486,PROD00048,STORE033,PAY0001108,2025-10-30 08:29:07,3,833.76,25.71,83.38,6.0,2564.95,Shipped,6,Web
ORD0001109,CUST00269,PROD00130,STORE028,PAY0001109,2025-12-02 06:28:21,1,616.87,41.29,61.69,8.15,645.42,Returned,2,Mobile App
ORD0001110,CUST00658,PROD00016,STORE044,PAY0001110,2026-04-09 18:10:41,3,735.36,12.05,73.54,13.94,2281.51,Cancelled,9,Mobile App
ORD0001111,CUST00582,PROD00192,STORE038,PAY0001111,2025-10-02 09:16:29,4,708.05,49.41,70.8,12.92,2866.51,Cancelled,10,Web
ORD0001112,CUST00108,PROD00218,STORE018,PAY0001112,2025-07-21 01:36:55,4,439.94,34.05,43.99,8.81,1778.51,Cancelled,1,Web
ORD0001113,CUST00136,PROD00032,STORE014,PAY0001113,2025-09-12 20:11:46,5,555.63,32.43,55.56,13.89,2815.17,Cancelled,9,Web
ORD0001114,CUST00402,PROD00268,STORE011,PAY0001114,2026-01-06 01:51:17,5,390.95,10.5,39.09,7.59,1990.93,Delivered,10,In-Store
ORD0001115,CUST00016,PROD00291,STORE012,PAY0001115,2026-01-15 17:35:35,2,171.68,8.79,17.17,5.03,356.77,Delivered,9,Mobile App
ORD0001116,CUST00521,PROD00270,STORE041,PAY0001116,2025-10-31 17:05:56,5,492.47,33.57,49.25,13.37,2491.4,Shipped,7,Web
ORD0001117,CUST00816,PROD00043,STORE006,PAY0001117,2026-03-09 09:00:37,3,474.08,3.09,47.41,15.87,1482.43,Returned,6,In-Store
ORD0001118,CUST00283,PROD00280,STORE027,PAY0001118,2026-02-16 04:59:30,5,279.23,32.08,27.92,7.92,1399.91,Returned,7,In-Store
ORD0001119,CUST00792,PROD00294,STORE002,PAY0001119,2026-01-25 06:57:06,4,988.74,41.77,98.87,11.06,4023.12,Cancelled,1,Mobile App
ORD0001120,CUST00855,PROD00092,STORE005,PAY0001120,2026-05-08 12:39:54,3,305.98,0.98,30.6,15.34,962.9,Shipped,7,In-Store
ORD0001121,CUST00927,PROD00077,STORE042,PAY0001121,2026-01-08 16:10:51,4,922.62,45.81,92.26,9.49,3746.42,Delivered,2,In-Store
ORD0001122,CUST00332,PROD00044,STORE007,PAY0001122,2025-12-26 04:35:59,4,710.61,30.71,71.06,18.84,2901.63,Returned,10,Mobile App
ORD0001123,CUST00430,PROD00156,STORE036,PAY0001123,2026-04-25 20:32:30,2,140.7,14.71,14.07,7.11,287.87,Shipped,3,Mobile App
ORD0001124,CUST00444,PROD00110,STORE036,PAY0001124,2025-11-23 00:37:30,5,625.88,26.0,62.59,14.53,3180.52,Delivered,8,In-Store
ORD0001125,CUST00440,PROD00105,STORE012,PAY0001125,2025-09-05 03:16:51,3,529.29,22.68,52.93,6.16,1624.28,Shipped,7,Web
ORD0001126,CUST00442,PROD00110,STORE045,PAY0001126,2025-08-30 05:50:24,3,625.88,22.73,62.59,19.45,1936.95,Cancelled,7,Web
ORD0001127,CUST00378,PROD00082,STORE009,PAY0001127,2025-09-05 03:50:39,1,391.14,39.2,39.11,10.42,401.47,Returned,2,Mobile App
ORD0001128,CUST00766,PROD00070,STORE009,PAY0001128,2025-06-30 04:51:34,4,710.6,14.84,71.06,14.03,2912.65,Delivered,2,In-Store
ORD0001129,CUST00447,PROD00215,STORE018,PAY0001129,2025-07-21 16:24:16,2,710.54,8.14,71.05,14.05,1498.04,Shipped,6,In-Store
ORD0001130,CUST00749,PROD00140,STORE024,PAY0001130,2025-06-15 02:06:30,3,320.94,45.81,32.09,6.58,955.68,Returned,5,Mobile App
ORD0001131,CUST00866,PROD00174,STORE037,PAY0001131,2025-05-27 16:58:05,2,731.88,6.32,73.19,18.04,1548.67,Shipped,1,In-Store
ORD0001132,CUST00409,PROD00069,STORE015,PAY0001132,2026-04-16 01:08:38,3,920.41,20.5,92.04,19.26,2852.03,Shipped,3,Web
ORD0001133,CUST00626,PROD00090,STORE021,PAY0001133,2025-07-08 06:27:36,3,170.52,0.25,17.05,6.33,534.69,Cancelled,3,In-Store
ORD0001134,CUST00075,PROD00149,STORE025,PAY0001134,2025-09-06 20:23:12,5,543.11,46.21,54.31,16.92,2740.57,Returned,1,Mobile App
ORD0001135,CUST00119,PROD00066,STORE037,PAY0001135,2025-09-14 18:28:12,3,814.19,48.74,81.42,14.16,2489.41,Shipped,2,In-Store
ORD0001136,CUST00902,PROD00119,STORE003,PAY0001136,2025-09-06 06:53:41,3,69.55,11.37,6.96,17.25,221.49,Shipped,1,In-Store
ORD0001137,CUST00830,PROD00258,STORE028,PAY0001137,2026-03-05 07:03:47,5,55.92,15.7,5.59,5.22,274.71,Shipped,5,In-Store
ORD0001138,CUST00301,PROD00271,STORE015,PAY0001138,2026-01-18 22:23:10,2,95.55,39.87,9.55,12.83,173.61,Shipped,10,In-Store
