payment_id,order_id,payment_method,payment_provider,payment_status,transaction_timestamp,amount_paid,currency,fraud_flag,refund_status
PAY0001407,ORD0001407,PayPal,Square,Success,2025-12-22 09:18:46,587.44,USD,False,No Refund
PAY0001408,ORD0001408,Credit Card,Razorpay,Failed,2025-06-20 10:39:34,172.65,USD,True,No Refund
PAY0001409,ORD0001409,UPI,PayPal,Failed,2025-11-01 15:19:33,2133.9,USD,True,Partial Refund
PAY0001410,ORD0001410,UPI,Razorpay,Pending,2025-08-05 18:07:37,543.77,USD,False,Refunded
PAY0001411,ORD0001411,Credit Card,Razorpay,Success,2025-09-12 18:30:03,3013.33,USD,False,No Refund
PAY0001412,ORD0001412,Credit Card,PayPal,Success,2025-09-28 10:57:17,2163.11,USD,False,Refunded
PAY0001413,ORD0001413,Net Banking,Square,Pending,2026-01-21 19:33:02,442.71,USD,False,Refunded
PAY0001414,ORD0001414,Debit Card,Razorpay,Success,2026-03-04 02:42:48,2907.81,USD,False,No Refund
PAY0001415,ORD0001415,PayPal,Stripe,Pending,2025-09-30 11:22:51,590.44,USD,False,No Refund
PAY0001416,ORD0001416,Debit Card,Razorpay,Pending,2025-10-08 04:32:28,546.64,USD,False,Partial Refund
PAY0001417,ORD0001417,Debit Card,PayPal,Success,2025-07-15 00:10:03,28.11,USD,False,Refunded
PAY0001418,ORD0001418,Net Banking,Razorpay,Pending,2025-07-16 13:36:17,1374.72,USD,False,Partial Refund
PAY0001419,ORD0001419,UPI,Razorpay,Failed,2025-05-20 20:23:18,468.66,USD,False,Partial Refund
PAY0001420,ORD0001420,Net Banking,Stripe,Success,2025-06-04 16:13:04,408.29,USD,False,No Refund
PAY0001421,ORD0001421,Debit Card,PayPal,Success,2026-04-02 07:16:43,3338.72,USD,False,No Refund
PAY0001422,ORD0001422,PayPal,Razorpay,Pending,2025-12-14 10:56:54,541.74,USD,False,No Refund
PAY0001423,ORD0001423,UPI,Razorpay,Pending,2026-02-17 01:32:29,-3.53,USD,False,No Refund
PAY0001424,ORD0001424,Debit Card,PayPal,Success,2025-07-31 05:29:58,198.85,USD,False,Partial Refund
PAY0001425,ORD0001425,PayPal,Square,Failed,2026-03-03 02:04:13,1553.02,USD,True,No Refund
PAY0001426,ORD0001426,PayPal,PayPal,Failed,2026-02-06 09:47:54,67.11,USD,True,Refunded
PAY0001427,ORD0001427,Debit Card,Square,Failed,2025-11-26 19:14:15,337.04,USD,False,No Refund
PAY0001428,ORD0001428,Credit Card,PayPal,Pending,2025-10-09 23:53:17,783.07,USD,False,Refunded
PAY0001429,ORD0001429,Net Banking,PayPal,Pending,2025-10-10 02:16:54,1941.71,USD,False,No Refund
PAY0001430,ORD0001430,Credit Card,Razorpay,Success,2026-03-22 16:38:58,294.27,USD,True,Refunded
PAY0001431,ORD0001431,PayPal,Square,Success,2025-12-28 13:12:58,2798.74,USD,False,Partial Refund
PAY0001432,ORD0001432,Net Banking,Square,Success,2026-03-10 02:18:03,1123.06,USD,True,Partial Refund
PAY0001433,ORD0001433,Credit Card,PayPal,Success,2026-03-18 11:50:16,1081.84,USD,True,Partial Refund
PAY0001434,ORD0001434,Credit Card,Square,Failed,2025-09-23 12:10:50,1964.49,USD,False,Partial Refund
PAY0001435,ORD0001435,UPI,PayPal,Success,2025-09-04 05:07:52,2222.79,USD,False,No Refund
PAY0001436,ORD0001436,Credit Card,Stripe,Pending,2026-01-20 23:56:06,574.11,USD,False,Refunded
PAY0001437,ORD0001437,Debit Card,PayPal,Success,2026-01-20 05:58:46,726.32,USD,False,Refunded
PAY0001438,ORD0001438,Credit Card,Square,Pending,2025-12-31 19:02:36,3524.83,USD,False,No Refund
PAY0001439,ORD0001439,Net Banking,Razorpay,Failed,2025-05-21 07:06:34,227.83,USD,False,No Refund
PAY0001440,ORD0001440,UPI,Square,Failed,2025-09-13 14:53:41,1770.92,USD,True,No Refund
PAY0001441,ORD0001441,PayPal,Square,Pending,2026-03-23 13:12:13,3594.03,USD,True,Partial Refund
PAY0001442,ORD0001442,Debit Card,Razorpay,Success,2026-01-08 07:19:48,376.04,USD,False,Refunded
PAY0001443,ORD0001443,Credit Card,Razorpay,Success,2025-05-17 18:20:07,3681.34,USD,False,No Refund
PAY0001444,ORD0001444,UPI,Stripe,Success,2026-04-24 02:47:43,4432.66,USD,True,No Refund
PAY0001445,ORD0001445,Debit Card,PayPal,Success,2025-06-16 10:13:31,217.77,USD,True,Refunded
PAY0001446,ORD0001446,PayPal,PayPal,Failed,2025-10-15 16:25:24,364.14,USD,False,No Refund
PAY0001447,ORD0001447,Net Banking,Stripe,Pending,2026-03-17 04:56:08,1346.54,USD,True,Refunded
PAY0001448,ORD0001448,Debit Card,PayPal,Success,2025-06-26 22:32:23,3091.32,USD,False,Refunded
PAY0001449,ORD0001449,UPI,Razorpay,Failed,2026-01-16 02:36:18,4801.53,USD,False,Partial Refund
PAY0001450,ORD0001450,PayPal,Razorpay,Success,2025-06-06 03:16:47,672.64,USD,False,No Refund
PAY0001451,ORD0001451,Debit Card,Square,Pending,2025-08-19 09:29:33,1694.19,USD,True,Partial Refund
PAY0001452,ORD0001452,Net Banking,PayPal,Failed,2026-05-08 05:12:53,566.77,USD,False,No Refund
PAY0001453,ORD0001453,Credit Card,Stripe,Success,2025-09-02 04:35:21,94.89,USD,False,No Refund
PAY0001454,ORD0001454,PayPal,Razorpay,Success,2025-09-07 23:13:47,344.84,USD,False,No Refund
PAY0001455,ORD0001455,UPI,Razorpay,Success,2026-02-19 16:33:51,1187.39,USD,True,Refunded
PAY0001456,ORD0001456,Credit Card,PayPal,Success,2026-01-17 15:08:38,759.08,USD,False,Partial Refund
PAY0001457,ORD0001457,Debit Card,Razorpay,Success,2026-03-21 21:13:19,1970.34,USD,True,Refunded
PAY0001458,ORD0001458,UPI,Razorpay,Success,2025-10-01 10:55:30,4603.27,USD,False,No Refund
PAY0001459,ORD0001459,Net Banking,Square,Success,2025-07-03 20:39:45,1573.77,USD,False,No Refund
PAY0001460,ORD0001460,Credit Card,PayPal,Success,2025-12-19 19:32:01,192.95,USD,False,No Refund
PAY0001461,ORD0001461,Debit Card,Stripe,Failed,2026-03-17 06:00:46,117.59,USD,False,Refunded
PAY0001462,ORD0001462,PayPal,Razorpay,Success,2025-05-16 17:59:18,349.5,USD,False,Refunded
PAY0001463,ORD0001463,PayPal,Square,Failed,2025-12-10 08:26:22,1511.45,USD,False,No Refund
PAY0001464,ORD0001464,Debit Card,Square,Pending,2025-10-06 01:09:47,2619.73,USD,False,Refunded
PAY0001465,ORD0001465,PayPal,Square,Success,2025-06-25 01:55:49,2056.1,USD,False,Partial Refund
PAY0001466,ORD0001466,UPI,PayPal,Failed,2025-11-11 20:27:52,2387.02,USD,False,Refunded
PAY0001467,ORD0001467,UPI,Stripe,Pending,2025-09-06 08:39:42,858.61,USD,True,Partial Refund
PAY0001468,ORD0001468,UPI,PayPal,Success,2025-06-21 23:09:12,3081.57,USD,False,No Refund
PAY0001469,ORD0001469,PayPal,Stripe,Failed,2025-12-05 10:41:28,3317.71,USD,False,No Refund
PAY0001470,ORD0001470,UPI,Square,Success,2025-05-26 15:46:50,317.61,USD,True,Refunded
PAY0001471,ORD0001471,PayPal,Razorpay,Success,2025-05-11 05:52:53,965.82,USD,False,No Refund
PAY0001472,ORD0001472,Net Banking,Stripe,Success,2025-05-24 09:09:28,498.7,USD,False,Refunded
PAY0001473,ORD0001473,PayPal,Razorpay,Success,2025-06-19 09:10:00,2011.41,USD,False,Refunded
PAY0001474,ORD0001474,UPI,Razorpay,Pending,2025-09-03 05:32:39,776.44,USD,False,No Refund
PAY0001475,ORD0001475,Credit Card,PayPal,Success,2026-03-27 06:07:25,1259.7,USD,False,Refunded
PAY0001476,ORD0001476,Net Banking,Razorpay,Failed,2025-07-22 19:19:33,785.88,USD,False,Partial Refund
PAY0001477,ORD0001477,Debit Card,Razorpay,Failed,2025-05-18 14:13:17,1104.21,USD,False,Partial Refund
PAY0001478,ORD0001478,UPI,Razorpay,Pending,2025-10-31 17:52:57,1619.33,USD,True,Partial Refund
PAY0001479,ORD0001479,PayPal,PayPal,Pending,2026-02-05 13:01:02,3186.71,USD,True,Refunded
PAY0001480,ORD0001480,Debit Card,Razorpay,Success,2025-11-16 18:34:52,3576.59,USD,False,Refunded
PAY0001481,ORD0001481,Credit Card,Razorpay,Failed,2025-06-17 06:04:52,390.27,USD,False,No Refund
PAY0001482,ORD0001482,Debit Card,Square,Failed,2025-10-31 12:26:23,75.38,USD,True,No Refund
PAY0001483,ORD0001483,Debit Card,Stripe,Pending,2025-08-03 14:25:58,588.99,USD,False,No Refund
PAY0001484,ORD0001484,Net Banking,Square,Pending,2026-02-22 08:06:25,299.35,USD,False,No Refund
PAY0001485,ORD0001485,Credit Card,Razorpay,Pending,2025-12-01 22:59:03,396.78,USD,False,Partial Refund
PAY0001486,ORD0001486,UPI,PayPal,Pending,2025-06-12 19:22:57,755.4,USD,True,Refunded
PAY0001487,ORD0001487,PayPal,Square,Success,2026-01-19 02:10:33,2125.28,USD,True,No Refund
PAY0001488,ORD0001488,PayPal,PayPal,Pending,2025-12-13 15:00:19,3327.48,USD,False,Partial Refund
PAY0001489,ORD0001489,Credit Card,Razorpay,Success,2025-12-22 19:03:30,792.07,USD,False,Partial Refund
PAY0001490,ORD0001490,PayPal,Stripe,Pending,2026-05-06 17:43:01,1262.94,USD,False,No Refund
PAY0001491,ORD0001491,Credit Card,PayPal,Pending,2025-11-29 13:33:59,806.41,USD,False,No Refund
PAY0001492,ORD0001492,Debit Card,Square,Pending,2025-11-21 21:45:12,535.1,USD,False,Partial Refund
PAY0001493,ORD0001493,Credit Card,Square,Pending,2025-10-03 03:53:47,2197.2,USD,False,Refunded
PAY0001494,ORD0001494,PayPal,Square,Success,2025-05-28 13:54:46,422.88,USD,False,Partial Refund
PAY0001495,ORD0001495,PayPal,Razorpay,Success,2026-02-21 19:40:01,3163.76,USD,False,No Refund
PAY0001496,ORD0001496,UPI,PayPal,Pending,2025-07-29 00:35:39,954.94,USD,False,Refunded
PAY0001497,ORD0001497,Credit Card,PayPal,Failed,2025-08-17 00:20:06,373.63,USD,False,Partial Refund
PAY0001498,ORD0001498,Net Banking,Square,Failed,2025-10-18 07:44:07,649.68,USD,False,Refunded
PAY0001499,ORD0001499,Net Banking,Razorpay,Failed,2026-01-21 06:01:55,324.01,USD,True,No Refund
PAY0001500,ORD0001500,Credit Card,Square,Success,2025-05-28 20:35:26,2059.12,USD,False,No Refund
PAY0001501,ORD0001501,PayPal,Razorpay,Success,2025-09-03 20:07:30,2797.69,USD,False,Refunded
PAY0001502,ORD0001502,Net Banking,Razorpay,Failed,2025-10-10 13:26:20,2659.49,USD,False,Partial Refund
PAY0001503,ORD0001503,Credit Card,PayPal,Failed,2025-07-14 04:10:01,4558.39,USD,False,No Refund
PAY0001504,ORD0001504,Debit Card,Stripe,Success,2026-04-21 04:47:39,4240.45,USD,False,No Refund
PAY0001505,ORD0001505,Net Banking,Stripe,Failed,2025-06-08 18:16:25,427.94,USD,False,No Refund
PAY0001506,ORD0001506,Net Banking,Razorpay,Failed,2026-02-19 01:54:29,144.69,USD,False,No Refund
PAY0001507,ORD0001507,Debit Card,Square,Success,2025-10-23 01:27:47,609.1,USD,False,No Refund
PAY0001508,ORD0001508,Net Banking,Stripe,Pending,2026-01-10 11:27:20,182.07,USD,False,No Refund
PAY0001509,ORD0001509,Net Banking,PayPal,Success,2025-07-07 16:16:36,2943.91,USD,False,Partial Refund
PAY0001510,ORD0001510,Net Banking,Square,Failed,2026-05-05 21:42:17,615.82,USD,False,No Refund
PAY0001511,ORD0001511,Credit Card,PayPal,Failed,2026-02-19 20:39:18,1348.56,USD,False,Refunded
PAY0001512,ORD0001512,UPI,Stripe,Success,2025-09-18 17:32:43,102.89,USD,True,Partial Refund
PAY0001513,ORD0001513,Net Banking,Stripe,Pending,2025-10-03 14:27:14,1364.68,USD,False,No Refund
PAY0001514,ORD0001514,PayPal,Square,Pending,2025-07-24 20:39:56,125.79,USD,True,Refunded
PAY0001515,ORD0001515,UPI,Stripe,Success,2025-10-05 13:00:24,420.72,USD,False,Refunded
PAY0001516,ORD0001516,Credit Card,Razorpay,Pending,2026-05-06 00:21:38,4408.59,USD,False,Partial Refund
PAY0001517,ORD0001517,Credit Card,Square,Pending,2026-04-06 17:40:08,245.39,USD,False,Refunded
PAY0001518,ORD0001518,UPI,Razorpay,Pending,2025-06-01 09:03:16,321.05,USD,False,Partial Refund
PAY0001519,ORD0001519,UPI,Stripe,Pending,2025-09-25 04:45:03,2061.6,USD,True,Partial Refund
PAY0001520,ORD0001520,Net Banking,PayPal,Success,2026-03-05 13:42:41,3050.61,USD,True,Partial Refund
PAY0001521,ORD0001521,UPI,Razorpay,Pending,2025-09-10 19:43:28,3325.9,USD,True,Partial Refund
PAY0001522,ORD0001522,UPI,Stripe,Failed,2025-07-20 20:31:30,844.11,USD,False,Partial Refund
PAY0001523,ORD0001523,Credit Card,PayPal,Pending,2025-11-29 10:06:59,1158.36,USD,False,Refunded
PAY0001524,ORD0001524,Net Banking,Razorpay,Success,2026-01-27 09:50:57,397.33,USD,False,No Refund
PAY0001525,ORD0001525,Credit Card,PayPal,Pending,2026-04-30 21:36:28,716.56,USD,False,Refunded
PAY0001526,ORD0001526,UPI,PayPal,Failed,2026-03-28 14:40:19,661.13,USD,False,Partial Refund
PAY0001527,ORD0001527,Credit Card,Square,Success,2026-03-30 08:11:55,1575.05,USD,False,Partial Refund
PAY0001528,ORD0001528,Credit Card,PayPal,Pending,2025-07-31 13:09:40,2328.59,USD,False,No Refund
PAY0001529,ORD0001529,UPI,Razorpay,Failed,2025-10-21 05:48:33,410.46,USD,False,Refunded
PAY0001530,ORD0001530,Debit Card,Stripe,Success,2025-11-07 13:26:38,544.37,USD,False,No Refund
PAY0001531,ORD0001531,PayPal,Razorpay,Success,2026-03-12 15:41:27,2372.02,USD,True,Refunded
PAY0001532,ORD0001532,Debit Card,Stripe,Pending,2026-04-26 04:07:40,3947.93,USD,False,Refunded
PAY0001533,ORD0001533,Net Banking,Stripe,Success,2026-02-14 04:06:11,3998.92,USD,False,Partial Refund
PAY0001534,ORD0001534,Debit Card,Razorpay,Failed,2025-07-05 13:24:09,2041.58,USD,False,Partial Refund
PAY0001535,ORD0001535,Credit Card,Razorpay,Success,2026-01-30 13:00:32,1119.24,USD,False,Refunded
PAY0001536,ORD0001536,Credit Card,Square,Failed,2026-02-02 07:50:56,1106.2,USD,False,Partial Refund
PAY0001537,ORD0001537,Net Banking,Razorpay,Failed,2025-12-08 01:28:58,1505.53,USD,False,Partial Refund
PAY0001538,ORD0001538,Net Banking,Square,Success,2025-10-16 00:28:54,1727.44,USD,False,Partial Refund
PAY0001539,ORD0001539,PayPal,PayPal,Failed,2026-02-13 08:46:39,2246.88,USD,False,No Refund
PAY0001540,ORD0001540,Debit Card,PayPal,Failed,2026-01-26 21:51:17,3039.49,USD,True,Refunded
PAY0001541,ORD0001541,Debit Card,Stripe,Failed,2025-12-03 01:44:12,650.48,USD,True,Refunded
PAY0001542,ORD0001542,UPI,Square,Success,2025-09-19 07:23:54,3020.1,USD,False,Partial Refund
PAY0001543,ORD0001543,UPI,PayPal,Success,2026-02-27 14:45:15,336.45,USD,False,Partial Refund
PAY0001544,ORD0001544,Credit Card,Razorpay,Failed,2026-01-09 08:54:37,2034.51,USD,False,Partial Refund
PAY0001545,ORD0001545,Debit Card,Square,Pending,2025-06-10 21:49:43,1504.21,USD,False,Refunded
PAY0001546,ORD0001546,PayPal,Stripe,Success,2025-07-23 04:33:54,3123.64,USD,False,Refunded
PAY0001547,ORD0001547,Debit Card,PayPal,Success,2025-10-03 12:33:06,855.09,USD,False,Refunded
PAY0001548,ORD0001548,Debit Card,PayPal,Pending,2025-10-13 03:17:25,355.67,USD,False,Refunded
PAY0001549,ORD0001549,PayPal,Razorpay,Failed,2025-07-19 20:18:55,225.84,USD,False,Refunded
PAY0001550,ORD0001550,Net Banking,Square,Pending,2025-07-03 01:43:42,327.37,USD,True,No Refund
PAY0001551,ORD0001551,Net Banking,PayPal,Success,2025-12-20 11:12:09,1310.33,USD,False,Partial Refund
PAY0001552,ORD0001552,Net Banking,PayPal,Pending,2025-09-27 02:11:10,214.21,USD,False,Refunded
PAY0001553,ORD0001553,Credit Card,Razorpay,Failed,2025-08-28 12:45:30,534.94,USD,True,No Refund
PAY0001554,ORD0001554,Debit Card,PayPal,Success,2026-02-06 04:23:16,183.01,USD,False,Partial Refund
PAY0001555,ORD0001555,Debit Card,Stripe,Failed,2026-03-16 16:58:06,1648.6,USD,True,Refunded
PAY0001556,ORD0001556,UPI,Stripe,Success,2025-10-04 22:19:41,2723.68,USD,True,Refunded
PAY0001557,ORD0001557,Credit Card,Razorpay,Pending,2025-07-02 19:07:15,1586.02,USD,True,No Refund
PAY0001558,ORD0001558,Net Banking,PayPal,Failed,2026-01-16 05:17:02,2012.89,USD,False,No Refund
PAY0001559,ORD0001559,Debit Card,Razorpay,Success,2026-03-03 16:03:05,471.67,USD,False,Partial Refund
PAY0001560,ORD0001560,UPI,Square,Pending,2025-05-18 23:29:07,1609.69,USD,False,No Refund
PAY0001561,ORD0001561,UPI,Stripe,Failed,2026-05-02 14:28:35,2854.86,USD,False,No Refund
PAY0001562,ORD0001562,Debit Card,PayPal,Failed,2025-10-18 05:56:39,1337.99,USD,False,Refunded
PAY0001563,ORD0001563,Debit Card,Stripe,Success,2025-06-03 00:38:07,263.07,USD,True,Partial Refund
PAY0001564,ORD0001564,Credit Card,Stripe,Pending,2025-10-29 13:39:50,81.31,USD,False,Partial Refund
PAY0001565,ORD0001565,Debit Card,PayPal,Failed,2025-06-14 07:26:01,1682.92,USD,False,Partial Refund
PAY0001566,ORD0001566,PayPal,Razorpay,Success,2026-02-01 05:19:54,2629.35,USD,False,No Refund
PAY0001567,ORD0001567,UPI,Razorpay,Failed,2026-02-05 15:00:52,534.62,USD,False,Refunded
PAY0001568,ORD0001568,Debit Card,PayPal,Success,2025-08-07 06:57:11,2786.1,USD,False,No Refund
PAY0001569,ORD0001569,PayPal,Razorpay,Success,2026-04-11 16:25:44,963.83,USD,True,Refunded
PAY0001570,ORD0001570,PayPal,Razorpay,Failed,2025-05-26 12:53:33,808.49,USD,False,Refunded
PAY0001571,ORD0001571,PayPal,Razorpay,Failed,2025-08-18 19:20:09,585.1,USD,False,Partial Refund
PAY0001572,ORD0001572,UPI,Square,Success,2025-05-17 10:43:39,2124.13,USD,False,Refunded
PAY0001573,ORD0001573,Debit Card,PayPal,Success,2026-02-21 21:06:16,182.59,USD,False,Partial Refund
PAY0001574,ORD0001574,Credit Card,Razorpay,Success,2025-09-21 21:36:24,923.65,USD,False,No Refund
PAY0001575,ORD0001575,PayPal,Stripe,Success,2025-11-06 14:16:55,1992.86,USD,False,Partial Refund
PAY0001576,ORD0001576,UPI,Stripe,Pending,2025-08-04 20:09:59,458.86,USD,False,Partial Refund
PAY0001577,ORD0001577,UPI,PayPal,Pending,2025-11-09 14:11:13,3271.89,USD,True,No Refund
PAY0001578,ORD0001578,Debit Card,Square,Failed,2026-03-29 17:25:52,2878.23,USD,False,Refunded
PAY0001579,ORD0001579,Credit Card,Square,Pending,2025-10-20 20:03:50,1063.95,USD,True,No Refund
PAY0001580,ORD0001580,Credit Card,PayPal,Success,2025-06-17 02:58:49,787.49,USD,False,Refunded
PAY0001581,ORD0001581,Credit Card,PayPal,Success,2025-07-09 07:18:26,530.96,USD,False,Partial Refund
PAY0001582,ORD0001582,UPI,Stripe,Pending,2025-08-24 05:47:11,1522.47,USD,False,Partial Refund
PAY0001583,ORD0001583,Net Banking,Razorpay,Pending,2025-10-17 13:32:48,847.51,USD,False,No Refund
PAY0001584,ORD0001584,UPI,Razorpay,Pending,2025-07-23 13:44:47,571.29,USD,False,No Refund
PAY0001585,ORD0001585,Credit Card,Razorpay,Failed,2026-04-23 23:59:30,595.94,USD,False,Partial Refund
PAY0001586,ORD0001586,Net Banking,PayPal,Failed,2025-08-30 13:39:00,780.0,USD,False,Refunded
PAY0001587,ORD0001587,Debit Card,PayPal,Failed,2026-04-11 16:15:09,2672.42,USD,False,No Refund
PAY0001588,ORD0001588,Debit Card,Razorpay,Pending,2026-04-28 11:24:56,177.59,USD,True,No Refund
PAY0001589,ORD0001589,Net Banking,Square,Failed,2025-08-04 15:11:44,2485.87,USD,False,Partial Refund
PAY0001590,ORD0001590,Credit Card,Stripe,Failed,2026-03-07 06:16:19,1613.71,USD,False,Refunded
PAY0001591,ORD0001591,UPI,Square,Pending,2025-09-13 00:00:46,2407.86,USD,False,No Refund
PAY0001592,ORD0001592,Net Banking,Stripe,Success,2025-09-16 07:50:10,820.32,USD,False,Refunded
PAY0001593,ORD0001593,Net Banking,Stripe,Pending,2025-08-08 21:56:35,1629.78,USD,False,Partial Refund
PAY0001594,ORD0001594,Debit Card,Stripe,Pending,2025-09-22 12:17:07,2890.19,USD,False,No Refund
PAY0001595,ORD0001595,PayPal,PayPal,Success,2025-07-02 19:38:47,1134.91,USD,False,Partial Refund
PAY0001596,ORD0001596,Net Banking,Razorpay,Pending,2026-03-22 21:51:14,1485.8,USD,False,No Refund
PAY0001597,ORD0001597,PayPal,PayPal,Success,2025-06-22 02:49:55,478.87,USD,False,Partial Refund
PAY0001598,ORD0001598,UPI,Square,Failed,2025-10-27 05:06:00,2368.83,USD,True,Partial Refund
PAY0001599,ORD0001599,Credit Card,Razorpay,Pending,2025-11-12 00:37:29,1383.52,USD,False,Partial Refund
PAY0001600,ORD0001600,UPI,Stripe,Failed,2026-04-13 04:45:15,822.06,USD,False,No Refund
PAY0001601,ORD0001601,PayPal,Razorpay,Success,2025-08-18 00:48:07,1057.58,USD,False,Partial Refund
PAY0001602,ORD0001602,Net Banking,Stripe,Success,2025-12-21 15:06:59,1052.97,USD,False,Partial Refund
PAY0001603,ORD0001603,Credit Card,PayPal,Failed,2025-09-13 20:51:41,538.39,USD,False,Refunded
PAY0001604,ORD0001604,PayPal,PayPal,Success,2026-03-16 15:43:15,300.96,USD,False,Refunded
PAY0001605,ORD0001605,Credit Card,Razorpay,Pending,2025-12-07 23:08:59,312.3,USD,False,Partial Refund
PAY0001606,ORD0001606,Debit Card,PayPal,Success,2026-03-31 08:05:52,650.2,USD,False,No Refund
PAY0001607,ORD0001607,Net Banking,Razorpay,Failed,2025-08-13 14:55:34,1076.56,USD,False,No Refund
PAY0001608,ORD0001608,Credit Card,Square,Pending,2026-04-18 18:35:07,1741.23,USD,False,Partial Refund
PAY0001609,ORD0001609,PayPal,Stripe,Failed,2026-03-04 16:26:32,1010.41,USD,False,No Refund
PAY0001610,ORD0001610,UPI,Square,Pending,2025-12-04 03:02:52,17.83,USD,False,Partial Refund
PAY0001611,ORD0001611,Credit Card,PayPal,Pending,2025-12-18 04:15:14,429.9,USD,False,Partial Refund
PAY0001612,ORD0001612,UPI,Stripe,Pending,2025-12-08 14:46:20,174.73,USD,False,Partial Refund
PAY0001613,ORD0001613,Credit Card,Razorpay,Failed,2025-06-29 21:03:45,162.17,USD,False,No Refund
PAY0001614,ORD0001614,Debit Card,PayPal,Success,2025-10-04 23:59:20,1622.45,USD,False,Refunded
PAY0001615,ORD0001615,Net Banking,PayPal,Failed,2025-08-03 19:28:13,3766.85,USD,False,Partial Refund
PAY0001616,ORD0001616,UPI,Square,Failed,2026-03-04 05:24:04,910.06,USD,False,Refunded
PAY0001617,ORD0001617,UPI,Razorpay,Failed,2025-06-11 07:29:42,1715.89,USD,False,No Refund
PAY0001618,ORD0001618,Debit Card,Stripe,Pending,2026-02-07 22:45:54,803.7,USD,False,Partial Refund
PAY0001619,ORD0001619,Debit Card,Razorpay,Pending,2025-07-20 10:36:35,1991.21,USD,False,Refunded
PAY0001620,ORD0001620,UPI,Square,Success,2025-06-14 21:58:50,1763.73,USD,False,Refunded
PAY0001621,ORD0001621,Net Banking,PayPal,Pending,2025-07-22 13:00:27,587.83,USD,False,Refunded
PAY0001622,ORD0001622,Credit Card,Square,Pending,2025-10-03 04:18:55,192.31,USD,False,Partial Refund
PAY0001623,ORD0001623,PayPal,Square,Success,2025-07-18 07:09:17,1422.66,USD,False,Partial Refund
PAY0001624,ORD0001624,PayPal,Razorpay,Success,2025-10-21 08:50:42,1045.34,USD,False,No Refund
PAY0001625,ORD0001625,UPI,PayPal,Pending,2025-11-29 15:30:55,347.44,USD,False,No Refund
PAY0001626,ORD0001626,Credit Card,Stripe,Failed,2026-01-10 05:42:58,318.72,USD,True,Partial Refund
PAY0001627,ORD0001627,Debit Card,Square,Failed,2026-05-07 19:51:24,969.25,USD,True,Refunded
PAY0001628,ORD0001628,Credit Card,Square,Failed,2025-11-24 04:54:45,111.4,USD,False,No Refund
PAY0001629,ORD0001629,UPI,Stripe,Pending,2025-12-30 18:18:02,192.28,USD,False,No Refund
PAY0001630,ORD0001630,PayPal,Stripe,Success,2026-02-16 17:54:29,769.94,USD,True,Refunded
PAY0001631,ORD0001631,Debit Card,PayPal,Success,2026-04-25 22:15:15,3087.87,USD,False,Refunded
PAY0001632,ORD0001632,Debit Card,Stripe,Failed,2025-12-17 18:05:20,427.73,USD,False,Partial Refund
PAY0001633,ORD0001633,Net Banking,Square,Success,2025-12-02 20:30:43,3712.47,USD,True,No Refund
PAY0001634,ORD0001634,Debit Card,Square,Failed,2025-09-23 13:58:04,2070.93,USD,False,Partial Refund
PAY0001635,ORD0001635,Net Banking,Razorpay,Failed,2026-04-20 15:08:00,1535.48,USD,True,No Refund
PAY0001636,ORD0001636,Net Banking,Square,Success,2026-04-13 05:28:55,1881.41,USD,False,Partial Refund
PAY0001637,ORD0001637,PayPal,PayPal,Failed,2026-05-06 04:52:55,1612.47,USD,True,Refunded
PAY0001638,ORD0001638,UPI,Razorpay,Failed,2025-09-29 09:41:44,1540.63,USD,False,No Refund
PAY0001639,ORD0001639,UPI,Razorpay,Failed,2026-02-17 14:21:31,4709.8,USD,False,Refunded
PAY0001640,ORD0001640,UPI,PayPal,Failed,2025-10-16 16:20:13,1685.48,USD,False,No Refund
PAY0001641,ORD0001641,Debit Card,Razorpay,Failed,2025-07-13 14:30:05,1325.1,USD,False,Refunded
PAY0001642,ORD0001642,Net Banking,PayPal,Failed,2025-12-23 15:21:21,384.19,USD,False,Partial Refund
PAY0001643,ORD0001643,PayPal,Stripe,Failed,2025-06-26 10:32:14,1214.89,USD,False,Refunded
PAY0001644,ORD0001644,UPI,PayPal,Pending,2025-08-21 06:22:20,1804.83,USD,True,No Refund
PAY0001645,ORD0001645,Debit Card,Razorpay,Success,2026-04-29 02:14:31,178.32,USD,True,Refunded
PAY0001646,ORD0001646,Credit Card,PayPal,Failed,2026-02-27 14:31:35,524.09,USD,False,Partial Refund
PAY0001647,ORD0001647,UPI,Razorpay,Failed,2025-06-26 08:44:03,1790.49,USD,False,Partial Refund
PAY0001648,ORD0001648,PayPal,PayPal,Success,2026-05-04 19:16:50,2918.99,USD,True,Refunded
PAY0001649,ORD0001649,PayPal,Square,Pending,2026-04-15 09:56:16,2510.04,USD,True,Partial Refund
PAY0001650,ORD0001650,Credit Card,Razorpay,Failed,2025-12-05 08:56:40,1994.75,USD,True,Refunded
PAY0001651,ORD0001651,PayPal,Stripe,Success,2026-03-21 13:31:02,722.1,USD,True,No Refund
PAY0001652,ORD0001652,Debit Card,PayPal,Failed,2025-07-02 13:05:39,1436.88,USD,False,Refunded
PAY0001653,ORD0001653,Credit Card,Square,Success,2025-07-27 10:05:35,2255.13,USD,False,No Refund
PAY0001654,ORD0001654,UPI,Stripe,Success,2025-07-24 04:16:41,498.66,USD,True,Refunded
